QKEY,INTERVIEW_START_W110,INTERVIEW_END_W110,DEVICE_TYPE_W110,LANG_W110,FORM_W110,XCITIZEN_W110,POL1JB_W110,POL1JBSTR_W110,INSTFAV_a_W110,INSTFAV_b_W110,JBCONF_ECON_W110,JBCONF_CRIS_W110,JBCONF_IMMI_W110,JBCONF_CLSR_W110,JBCONF_CN_W110,JBCONF_CONG_W110,JBCONF_CRIM_W110,JBCONF_PUBH_W110,JBECON_W110,JBADMIN2_NRCH_W110,JBADMIN2_OPEN_W110,JBADMIN2_EFFI_W110,JBADMIN2_STND_W110,JBADMIN2_MORL_W110,DIFFPARTY_W110,PTYISSUE_ECON_W110,PTYISSUE_ABPOL_W110,PTYISSUE_IMM_W110,PTYISSUE_COV_W110,PTYISSUE_CLIM_W110,PTYISSUE_LGT_W110,PTYISSUE_GUNS_W110,PTYISSUE_HC_W110,PTYISSUE_RACE_W110,PTYISSUE_CRIME_W110,REPPTYTRAIT_EXTR_W110,REPPTYTRAIT_EXCHT_W110,REPPTYTRAIT_HON_W110,REPPTYTRAIT_TOL_W110,REPPTYTRAIT_TRADS_W110,REPPTYTRAIT_INTF_W110,DEMPTYTRAIT_EXTR_W110,DEMPTYTRAIT_EXCHT_W110,DEMPTYTRAIT_HON_W110,DEMPTYTRAIT_TOL_W110,DEMPTYTRAIT_TRADS_W110,DEMPTYTRAIT_INTF_W110,TRAITREPa_W110,TRAITREPb_W110,TRAITREPc_W110,TRAITREPe_W110,TRAITREPf_W110,TRAITDEMa_W110,TRAITDEMb_W110,TRAITDEMc_W110,TRAITDEMe_W110,TRAITDEMf_W110,SENGUN22A_W110,SENGUN22B_W110,SENGUN22C_W110,SENGUN22D_W110,ABRTLGL_W110,ECON1_W110,ECON1B_W110,PERSFNC_W110,PERSFNCB_W110,ECONCONC_INFL_W110,ECONCONC_UNEM_W110,ECONCONC_LAB_W110,ECONCONC_ENG_W110,ECONCONC_SHTG_W110,ECONCONC_REAL_W110,ECONCONC_STCK_W110,INFROLE_GOVSP_W110,INFROLE_COVID_W110,INFROLE_PROF_W110,INFROLE_UKR_W110,INFROLE_INTRT_W110,PARTY_GOOD_W110,VIEWSCHAR_W110,FAVPOL_BIDEN_W110,FAVPOL_TRUMP_W110,FAVPOL_HARRIS_W110,FAVPOL_SCHUMER_W110,FAVPOL_MCCONNELL_W110,FAVPOL_PELOSI_W110,FAVPOL_MCCARTHY_W110,FAVPOL_PENCE_W110,RGHTCNTRL_W110,MOREGUNIMPACT_W110,MASSSTRICT_W110,ELCTCOLLB_W110,CANMTCHPOL_W110,LEADERCHAR_WIN_W110,LEADERCHAR_DSA_W110,LEADERCHAR_MIL_W110,LEADERCHAR_GVEXP_W110,PRTY_CHSE_W110,REPLEAD_EVIL_W110,REPLEAD_COOP_W110,REPLEAD_DMGD_W110,DEMLEAD_EVIL_W110,DEMLEAD_COOP_W110,DEMLEAD_RPGD_W110,HRD_ABRTN_W110,ABRTN_SCOTUS_W110,PARTY_W110,PARTYLN_W110,PARTYSTR_W110,IDENTITYREP_a_W110,IDENTITYREP_b_W110,IDENTITYREP_c_W110,IDENTITYREP_f_W110,IDENTITYREP_g_W110,IDENTITYDEM_a_W110,IDENTITYDEM_b_W110,IDENTITYDEM_c_W110,IDENTITYDEM_f_W110,IDENTITYDEM_g_W110,IDENTITYLN1R_a_W110,IDENTITYLN1R_b_W110,IDENTITYLN1R_c_W110,IDENTITYLN1R_g_W110,IDENTITYLN2R_a_W110,IDENTITYLN2R_b_W110,IDENTITYLN2R_c_W110,IDENTITYLN2R_e_W110,IDENTITYLN1D_a_W110,IDENTITYLN1D_b_W110,IDENTITYLN1D_c_W110,IDENTITYLN1D_g_W110,IDENTITYLN2D_a_W110,IDENTITYLN2D_b_W110,IDENTITYLN2D_c_W110,IDENTITYLN2D_e_W110,DVOTER_W110,RVOTER_W110,E3MOD_W110,YRSJOB_W110,YRSJOBSLF_W110,LOOKLKLY_W110,JOBSEC_W110,FINDJOB_W110,ABRTN_STATE_W110,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W110
202001002271,2022-06-29T08:13:39Z,2022-06-29T08:34:18Z,1,1,2,1,2,1,3,3,4,4,NA,NA,NA,4,4,4,2,2,3,4,4,4,2,2,3,NA,NA,NA,NA,1,2,5,1,NA,4,2,2,1,4,NA,1,4,4,4,1,2,1,3,1,2,5,4,5,5,3,2,2,2,2,2,4,2,2,1,1,3,1,1,2,1,2,2,1,2,3,3,NA,1,4,1,NA,NA,NA,4,5,3,1,NA,3,2,2,4,1,3,4,2,NA,NA,NA,1,1,3,1,3,1,NA,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,5,1,4,3,1,2,3,3,2,1,5,2,NA,1,1,1,1,1,6,11,2,4,4,1,NA,1,2,7,1,3,2,2,2,1.0167693769169097
202001002273,2022-06-28T21:37:56Z,2022-06-28T21:49:41Z,2,1,2,1,2,2,4,4,3,3,NA,NA,NA,3,1,1,3,2,2,3,3,2,1,5,2,NA,NA,NA,NA,5,3,5,2,NA,2,4,2,3,4,NA,2,4,2,4,3,3,3,3,3,3,3,3,3,3,4,2,2,3,2,3,4,3,3,3,1,1,1,1,2,1,1,2,1,1,1,1,NA,1,2,4,NA,NA,NA,4,4,2,2,NA,1,1,2,1,3,5,4,1,NA,NA,NA,1,1,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,5,3,2,3,1,3,5,3,1,2,3,2,NA,1,2,2,1,1,1,1,1,1,3,3,1,1,2,8,1,3,2,2,3,1.1052575659521175
202001002288,2022-06-29T17:53:50Z,2022-06-29T18:03:57Z,2,1,2,1,99,NA,99,99,99,99,NA,NA,NA,99,99,99,99,99,99,99,99,99,99,99,99,NA,NA,NA,NA,99,99,99,99,NA,99,99,99,99,99,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,5,4,99,99,3,2,3,3,1,2,1,1,1,1,2,3,1,1,99,99,NA,99,99,99,NA,NA,NA,99,99,99,99,NA,99,99,99,99,99,99,99,99,NA,NA,NA,99,99,99,2,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,1,2,3,4,2,2,3,2,NA,1,2,2,1,1,1,1,2,1,1,99,99,9,9,4,3,99,2,1,2,2.3931929761154076
202001002304,2022-06-28T20:42:04Z,2022-06-28T20:54:30Z,1,1,2,1,2,1,3,3,4,4,NA,NA,NA,3,3,3,2,3,3,3,2,2,1,2,4,NA,NA,NA,NA,4,3,5,2,NA,1,3,3,3,3,NA,1,3,2,2,2,3,2,5,4,3,3,3,2,2,3,1,1,2,1,1,4,1,2,1,1,1,2,1,2,3,1,1,1,3,2,1,NA,1,3,4,NA,NA,NA,3,4,3,2,NA,1,1,2,1,1,4,3,1,NA,NA,NA,2,1,3,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,1,3,3,2,NA,3,NA,4,5,1,2,2,1,3,5,3,1,1,6,2,NA,4,1,1,1,4,1,5,NA,4,4,3,2,2,3,9,1,3,1,1,3,1.3792230584697578
202001002327,2022-06-28T20:25:57Z,2022-06-28T20:35:24Z,2,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,4,2,2,4,4,4,4,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,3,2,2,2,3,NA,1,4,4,4,2,1,1,2,2,2,5,5,5,4,5,2,2,3,2,4,3,2,2,1,1,2,2,1,2,1,2,4,4,2,2,2,NA,1,4,1,NA,NA,NA,4,5,2,1,NA,2,1,1,5,3,5,4,3,NA,NA,NA,1,1,5,2,1,1,NA,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,NA,5,1,2,1,1,3,7,2,2,2,4,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,8,1,2,1,2,2,0.7115960329663383
202001002467,2022-06-28T21:15:58Z,2022-06-28T21:37:19Z,1,1,1,1,2,1,2,3,4,4,4,4,4,NA,NA,NA,2,2,3,4,3,3,2,2,3,5,2,5,2,NA,NA,NA,NA,2,NA,2,2,1,4,1,NA,4,2,4,1,3,2,4,3,3,3,4,5,3,3,2,1,2,2,2,4,2,1,3,1,4,2,1,1,2,3,1,3,2,3,2,3,NA,4,2,4,4,3,NA,NA,NA,1,2,NA,2,2,1,1,3,4,1,2,2,4,NA,NA,NA,1,3,1,NA,1,3,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,4,1,1,1,4,1,1,5,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,2,9,1,3,2,2,3,0.5323939905994961
202001002475,2022-06-30T17:10:07Z,2022-06-30T17:18:23Z,2,1,2,1,1,1,4,2,2,2,NA,NA,NA,3,2,2,3,4,2,3,2,2,1,3,4,NA,NA,NA,NA,3,3,3,3,NA,1,4,3,3,2,NA,3,2,2,2,3,4,3,4,3,3,2,3,2,2,2,2,1,2,1,1,3,3,3,1,1,2,3,2,2,1,3,4,2,1,3,3,NA,1,2,4,NA,NA,NA,2,5,4,2,NA,1,1,1,1,4,3,1,3,NA,NA,NA,2,1,4,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,5,2,4,4,1,4,8,1,3,2,3,2,NA,1,1,1,1,1,6,9,NA,3,6,2,NA,2,4,3,1,4,1,2,2,2.6065796564890142
202001002485,2022-06-29T00:16:58Z,2022-06-29T00:47:09Z,1,1,2,1,1,2,4,2,2,1,NA,NA,NA,3,2,1,3,4,2,3,1,1,2,5,4,NA,NA,NA,NA,4,3,5,2,NA,1,4,3,4,2,NA,3,2,2,2,2,4,3,5,4,4,2,3,2,2,3,2,1,2,1,2,3,3,1,3,2,3,3,2,3,1,2,2,2,3,1,1,NA,1,1,4,NA,NA,NA,2,4,3,2,NA,1,2,2,1,4,4,2,3,NA,NA,NA,3,2,4,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,3,1,2,NA,1,4,NA,5,1,5,4,1,4,9,3,1,1,6,2,NA,1,1,1,1,1,1,10,NA,3,5,3,2,2,3,9,1,3,2,2,3,0.9563136665500892
202001002497,2022-06-28T21:38:07Z,2022-06-28T21:53:47Z,2,1,1,1,2,1,1,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,4,NA,1,1,1,4,1,NA,4,4,4,1,1,1,2,1,1,5,4,5,4,5,1,2,4,2,3,3,2,3,3,1,2,2,1,2,1,2,2,1,2,2,1,1,NA,4,1,4,4,2,NA,NA,NA,1,3,NA,2,1,5,1,5,1,2,4,4,1,NA,NA,NA,1,4,1,NA,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,2,2,4,5,4,1,4,8,3,2,2,3,2,NA,1,1,1,1,1,3,2,2,2,2,1,NA,1,1,2,1,2,2,2,2,0.5707992651666738
202001002511,2022-06-30T13:17:27Z,2022-06-30T13:46:26Z,1,1,2,1,2,1,2,4,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,1,1,1,NA,NA,NA,NA,1,1,5,1,NA,3,2,2,2,3,NA,1,4,4,4,2,1,1,2,2,1,5,4,5,4,5,1,2,3,1,2,4,2,4,2,1,1,1,1,1,1,2,1,1,1,4,3,NA,1,4,1,NA,NA,NA,4,2,2,1,NA,3,2,1,3,1,3,5,5,NA,NA,NA,1,1,5,1,1,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,2,5,3,3,4,1,1,2,3,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,5,1,NA,1,1,4,1,2,1,2,1,0.6880865997906811
202001002520,2022-06-29T15:02:21Z,2022-06-29T17:47:50Z,2,1,1,2,1,2,99,99,2,2,3,2,2,NA,NA,NA,3,3,2,2,2,2,3,4,4,4,4,4,99,NA,NA,NA,NA,4,NA,4,4,4,3,2,NA,2,2,2,1,5,5,5,5,5,3,3,3,3,3,2,1,2,1,1,2,3,3,3,1,3,1,1,2,2,4,1,1,1,3,1,3,NA,2,3,2,5,5,NA,NA,NA,2,1,NA,99,99,1,1,1,1,4,1,1,5,NA,NA,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,2,3,3,3,NA,NA,4,NA,NA,NA,NA,NA,4,1,1,2,2,2,3,1,1,97,4,5,3,2,4,4,12,NA,3,99,3,2,2,3,1,NA,2,4,2,1,1.4444631832967147
202001002561,2022-06-29T10:49:37Z,2022-06-29T12:14:04Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,4,4,4,4,4,2,1,2,1,1,1,1,NA,NA,NA,NA,4,NA,1,2,1,4,1,NA,4,2,4,1,3,1,3,2,3,3,4,3,4,5,2,2,2,2,3,4,2,3,3,1,3,1,1,1,1,1,1,2,2,2,2,3,NA,4,2,4,4,2,NA,NA,NA,1,3,NA,2,1,3,1,4,4,3,2,1,4,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,4,5,2,3,2,1,3,5,4,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,6,1,2,2,2,2,1.0563939182646294
202001002586,2022-07-01T18:53:16Z,2022-07-01T19:07:20Z,2,1,2,1,2,1,3,3,3,3,NA,NA,NA,3,3,3,2,3,3,4,4,3,1,3,4,NA,NA,NA,NA,5,3,3,5,NA,3,3,3,3,3,NA,3,3,2,2,3,5,3,5,3,5,3,3,3,3,3,3,2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,NA,1,2,4,NA,NA,NA,2,4,4,2,NA,1,1,2,1,3,3,2,1,NA,NA,NA,4,3,1,2,4,2,NA,2,NA,NA,NA,NA,NA,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,4,1,4,8,2,2,1,5,2,NA,1,1,1,1,1,1,9,NA,3,6,2,NA,2,4,6,3,4,1,2,2,0.6989386386355698
202001002592,2022-06-30T13:16:45Z,2022-06-30T13:56:34Z,2,1,1,1,1,1,3,2,2,1,2,3,1,NA,NA,NA,1,4,1,2,1,1,2,4,4,4,4,4,4,NA,NA,NA,NA,2,NA,2,3,3,2,3,NA,2,2,2,3,4,3,4,3,4,1,3,2,3,2,1,1,2,1,2,4,1,4,1,1,1,3,1,1,1,2,3,1,1,2,2,3,NA,1,4,2,2,3,NA,NA,NA,2,1,NA,1,1,1,4,4,3,3,1,1,5,NA,NA,NA,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,2,1,4,4,4,1,4,9,1,1,2,3,1,1,1,5,3,1,1,6,2,2,2,2,2,NA,2,4,1,1,4,1,2,1,0.7152882705421709
202001002600,2022-06-28T21:07:02Z,2022-06-28T21:22:53Z,2,1,1,1,2,1,1,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,4,NA,4,4,4,4,1,1,1,1,1,5,5,5,5,5,2,5,3,1,3,4,2,4,2,1,1,2,1,1,1,2,3,1,3,2,1,1,NA,4,1,4,4,4,NA,NA,NA,1,2,NA,1,1,5,1,3,5,3,5,5,3,NA,NA,NA,3,2,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,1,1,3,7,4,2,3,2,2,NA,1,1,1,1,1,3,1,1,1,2,1,NA,1,1,1,1,2,1,1,1,0.7096740954399159
202001002642,2022-06-29T05:52:31Z,2022-06-29T06:10:07Z,3,1,1,1,2,1,3,3,4,3,4,4,3,NA,NA,NA,2,3,3,4,3,4,2,1,4,1,5,3,4,NA,NA,NA,NA,1,NA,3,4,3,1,2,NA,3,2,3,1,3,3,3,3,3,3,3,3,3,5,2,2,3,2,1,4,3,3,1,1,4,4,1,4,1,4,2,3,1,3,3,3,NA,4,2,4,3,3,NA,NA,NA,1,2,NA,1,2,3,3,3,1,1,3,1,4,NA,NA,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,5,1,1,2,1,3,5,2,1,3,2,2,NA,1,2,2,1,1,1,12,NA,3,4,3,1,1,2,5,3,3,1,2,2,1.9831514818400573
202001002670,2022-06-28T22:37:11Z,2022-06-28T22:49:05Z,1,1,2,2,1,2,3,2,2,2,NA,NA,NA,2,1,1,3,4,2,2,2,2,2,3,4,NA,NA,NA,NA,4,4,3,2,NA,2,2,3,2,1,NA,3,1,1,2,3,3,3,5,3,3,2,3,1,3,3,2,1,2,1,1,3,1,3,1,2,1,2,2,3,2,1,3,1,3,2,2,NA,1,2,4,NA,NA,NA,2,5,2,2,NA,1,2,1,1,3,4,3,3,NA,NA,NA,1,1,5,1,4,2,NA,1,NA,NA,NA,NA,NA,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,5,1,3,1,2,2,3,4,2,2,4,2,NA,3,3,5,2,4,1,9,NA,3,6,2,NA,2,3,1,NA,3,2,2,1,1.4879988337393972
202001002677,2022-06-29T07:20:09Z,2022-06-29T07:32:21Z,2,1,2,1,2,1,2,3,4,4,NA,NA,NA,3,4,4,2,3,4,4,4,4,2,1,3,NA,NA,NA,NA,2,1,2,2,NA,3,2,2,2,2,NA,2,4,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,4,1,2,4,2,4,3,1,1,2,1,1,1,1,1,1,3,2,1,NA,1,4,2,NA,NA,NA,5,5,3,2,NA,1,1,2,3,3,5,2,3,NA,NA,NA,1,1,3,2,4,1,NA,2,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,2,1,2,3,3,2,3,2,2,NA,1,1,1,1,1,3,1,2,1,5,1,NA,1,2,1,1,3,1,2,1,0.4115593534427782
202001002692,2022-06-28T17:20:49Z,2022-06-28T17:38:16Z,2,1,1,1,1,1,3,2,2,2,1,1,2,NA,NA,NA,2,3,2,1,2,1,1,3,3,3,4,3,3,NA,NA,NA,NA,3,NA,4,4,4,4,2,NA,2,2,2,2,4,4,4,3,5,2,2,2,1,2,1,1,1,2,2,4,3,4,3,1,1,1,1,1,1,3,1,1,2,2,2,3,NA,1,4,1,5,5,NA,NA,NA,2,1,NA,1,99,1,4,4,1,3,1,1,4,NA,NA,NA,1,3,2,NA,2,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,99,NA,5,4,4,2,1,3,5,3,2,99,99,99,NA,3,99,99,1,4,1,2,99,2,4,2,NA,2,9,99,99,99,1,2,99,0.7284382795122512
202001002711,2022-06-30T22:54:30Z,2022-06-30T23:25:17Z,2,1,2,1,2,1,1,4,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,4,2,1,1,4,NA,1,4,3,4,1,2,2,2,2,2,5,4,4,4,4,2,5,2,2,3,4,2,3,2,1,3,1,1,1,1,1,1,2,3,3,3,NA,2,4,1,NA,NA,NA,4,1,1,1,NA,2,2,1,3,1,5,3,5,NA,NA,NA,1,1,5,2,1,1,NA,1,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,5,1,2,1,2,2,3,3,2,2,3,1,1,1,1,3,1,1,1,1,1,1,2,1,NA,1,1,9,1,1,2,1,3,0.22232090764822443
202001002722,2022-07-01T08:39:31Z,2022-07-01T08:52:15Z,2,1,1,1,2,2,3,2,3,2,2,3,2,NA,NA,NA,3,3,2,3,3,2,2,3,3,3,3,4,3,NA,NA,NA,NA,2,NA,3,3,3,3,3,NA,1,1,1,2,4,4,2,3,2,3,2,3,3,3,2,1,2,1,1,3,1,3,3,2,4,2,1,2,1,2,2,1,1,3,2,2,NA,2,4,2,5,3,NA,NA,NA,2,1,NA,1,1,1,3,3,1,2,1,1,4,NA,NA,NA,2,2,2,NA,1,NA,NA,NA,NA,NA,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,2,NA,2,2,3,4,2,2,3,2,1,3,2,2,NA,1,1,1,1,1,1,1,1,1,5,2,NA,2,4,4,1,4,1,2,2,1.6955893404861917
202001002786,2022-06-28T18:49:46Z,2022-06-28T19:05:29Z,1,1,2,1,2,1,2,4,4,4,NA,NA,NA,3,3,4,2,2,4,4,4,3,2,2,2,NA,NA,NA,NA,2,2,5,2,NA,2,2,2,2,3,NA,1,4,4,4,1,2,2,3,2,4,4,4,4,4,4,2,5,4,1,3,4,2,4,3,1,2,2,1,3,2,3,1,2,2,2,2,NA,1,4,2,NA,NA,NA,4,2,2,1,NA,3,2,1,3,1,5,4,3,NA,NA,NA,1,1,4,1,1,1,NA,2,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,4,1,4,9,3,1,1,6,2,NA,1,1,1,1,1,6,2,1,2,3,1,NA,1,2,8,2,3,2,1,3,0.31095104524408906
202001002790,2022-06-30T14:27:27Z,2022-06-30T14:36:20Z,1,1,1,1,2,2,4,3,3,3,2,4,3,NA,NA,NA,3,4,2,3,3,2,1,5,4,4,4,3,3,NA,NA,NA,NA,1,NA,4,4,3,1,4,NA,2,2,2,2,5,3,5,5,5,3,3,1,2,3,2,1,2,1,1,4,2,1,1,2,2,3,2,2,1,1,2,1,2,2,1,2,NA,3,4,3,5,4,NA,NA,NA,2,1,NA,1,2,1,5,2,3,2,1,1,3,NA,NA,NA,1,4,2,NA,2,NA,NA,NA,NA,NA,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,5,1,2,4,1,4,9,1,1,1,5,2,NA,1,4,4,1,1,6,9,NA,3,6,2,NA,2,4,8,1,4,1,2,2,1.1785535716006097
202001002838,2022-06-30T13:07:14Z,2022-06-30T13:14:29Z,1,1,1,1,1,2,3,3,2,2,2,3,2,NA,NA,NA,3,3,2,3,2,2,2,5,5,5,5,5,3,NA,NA,NA,NA,3,NA,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,1,2,3,1,2,1,1,2,3,2,3,2,2,1,2,3,NA,2,4,2,5,5,NA,NA,NA,2,3,NA,1,2,1,3,4,4,1,1,1,5,NA,NA,NA,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,2,2,1,2,NA,1,1,NA,5,1,2,1,1,3,7,2,2,1,6,2,NA,1,1,1,1,1,1,1,2,1,2,4,2,2,3,9,1,2,1,1,3,0.776103332974503
202001002870,2022-06-29T22:32:16Z,2022-06-29T22:42:45Z,2,1,2,1,1,2,3,2,1,1,NA,NA,NA,1,2,1,3,4,1,1,1,1,2,3,3,NA,NA,NA,NA,3,3,3,3,NA,1,2,3,2,2,NA,3,2,1,2,3,3,3,4,3,3,3,3,2,3,3,2,2,2,1,3,3,1,2,3,2,2,2,2,3,4,3,3,1,3,1,2,NA,2,2,4,NA,NA,NA,2,5,2,2,NA,1,1,1,1,3,4,3,4,NA,NA,NA,1,1,5,2,3,2,NA,2,NA,NA,NA,NA,NA,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,4,NA,5,2,5,3,1,1,2,2,2,1,6,2,NA,4,3,5,1,3,1,2,2,2,3,2,NA,2,3,9,1,3,2,1,3,1.1658602894724468
202001002876,2022-06-28T18:15:12Z,2022-06-28T18:25:46Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,2,3,4,4,4,1,1,1,1,2,2,1,NA,NA,NA,NA,4,NA,2,2,1,4,1,NA,4,2,4,1,1,3,1,4,3,5,3,5,2,4,1,3,3,2,3,4,3,3,1,1,4,2,1,2,2,1,1,2,4,2,2,1,NA,4,2,4,4,2,NA,NA,NA,1,2,NA,2,1,1,1,5,5,4,4,5,3,NA,NA,NA,1,1,1,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,5,1,4,1,1,3,7,1,1,2,4,2,NA,1,1,1,1,1,6,1,1,1,3,1,NA,1,1,2,1,2,1,1,1,4.496179161827538
202001002900,2022-07-03T00:12:58Z,2022-07-03T01:10:49Z,1,1,1,1,1,2,3,2,3,2,3,4,2,NA,NA,NA,2,4,2,3,3,1,1,2,1,3,4,4,1,NA,NA,NA,NA,1,NA,4,4,1,3,3,NA,2,2,2,1,3,3,3,3,3,3,3,4,3,3,1,1,3,1,4,4,3,3,1,1,4,3,1,2,1,2,3,2,1,1,2,3,NA,2,4,2,2,3,NA,NA,NA,2,1,NA,2,2,1,4,3,3,1,1,1,5,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,3,3,1,NA,1,3,NA,1,5,4,1,1,4,8,2,1,2,4,2,NA,3,2,2,1,4,1,1,1,1,2,3,2,2,3,7,1,2,1,2,2,1.2870772751120674
